c_ts,c_val,d_ts,d_val,e_ts,e_val,c_val_filtered,d_val_filtered,e_val_filtered
35410.0,14188.0,35410.0,49483.0,35410.0,71166.0,152.15084297843327,190.58198411124954,317.0260306743207
35410.0,14169.0,35410.0,49422.0,35410.0,71188.0,149.64926045632828,184.13824925889577,307.55438954456184
35410.0,14181.0,35410.0,49469.0,35410.0,71172.0,147.03731402694626,177.4790513842291,297.7521599836157
35410.0,14187.0,35410.0,49465.0,35410.0,71175.0,144.31750780858528,170.61817671313855,287.6301372525048
35421.0,14182.0,35421.0,49447.0,35421.0,71151.0,141.49250315171201,163.56981087596557,277.20097039111795
35421.0,14184.0,35421.0,49405.0,35421.0,71121.0,138.5653344236722,156.34877983618165,266.47925406054117
35421.0,14165.0,35421.0,49405.0,35421.0,71078.0,135.5395230080253,148.97032335447108,255.48130452646848
35421.0,14148.0,35421.0,49366.0,35421.0,71065.0,132.4190125167982,141.44962716503522,244.2246476442793
35421.0,14146.0,35421.0,49374.0,35421.0,71046.0,129.2079331966075,133.80142705086044,232.7274854520502
35421.0,14146.0,35421.0,49404.0,35421.0,71025.0,125.9103633713076,126.03986039346606,221.00836544148672
35431.0,14164.0,35431.0,49394.0,35431.0,71062.0,122.53030230291202,118.17875899625707,209.08610251332055
35431.0,14152.0,35431.0,49374.0,35431.0,71047.0,119.0718806464263,110.2321702289048,196.98006027126385
35431.0,14138.0,35431.0,49389.0,35431.0,71030.0,115.53959182854129,102.21465879641283,184.71068985387151
35431.0,14136.0,35431.0,49354.0,35431.0,70977.0,111.93831958074419,94.1413927190155,172.29981973983706
35431.0,14142.0,35431.0,49350.0,35431.0,71018.0,108.27325052287499,86.02815268411155,159.77052181940144
35431.0,14147.0,35431.0,49331.0,35431.0,70984.0,104.54992055504394,77.89121975590572,147.14703264222908
35441.0,14143.0,35441.0,49384.0,35441.0,70959.0,100.77442726752649,69.74733116017683,134.45493551169898
35441.0,14133.0,35441.0,49300.0,35441.0,70918.0,96.95363617023428,61.613910034021956,121.72116349135968
