c_ts,c_val,d_ts,d_val,e_ts,e_val,c_val_filtered,d_val_filtered,e_val_filtered
172908.0,1992.0,172908.0,71414.0,172908.0,89175.0,104.01135253931939,71.85928608767267,69.30192849848652
172908.0,1990.0,172908.0,71353.0,172908.0,89164.0,101.51062899932458,65.18384879206954,65.817087929891
172918.0,1964.0,172918.0,71300.0,172918.0,89121.0,98.9717259741009,58.55776308643506,62.338339345479625
172918.0,1947.0,172918.0,71216.0,172918.0,89105.0,96.40103558367966,52.0085850326231,58.875900060927684
172918.0,1961.0,172918.0,71266.0,172918.0,89116.0,93.80433400383899,45.5600083991756,55.43850067456132
172918.0,1971.0,172918.0,71370.0,172918.0,89176.0,91.18658611036842,39.231135008524745,52.03315063834441
172918.0,1992.0,172918.0,71429.0,172918.0,89175.0,88.55214146483036,33.03748023146025,48.665657824352614
172918.0,1964.0,172918.0,71313.0,172918.0,89164.0,85.90514136715909,26.992933867633,45.341501157888565
172929.0,1947.0,172929.0,71253.0,172929.0,89117.0,83.249715896244,21.110575272968234,42.06625877450887
172929.0,1944.0,172929.0,71249.0,172929.0,89088.0,80.58978461936297,15.401670400566516,38.845263676409814
172929.0,1947.0,172929.0,71286.0,172929.0,89110.0,77.92874213358252,9.874372171978536,35.68286514414358
172929.0,1966.0,172929.0,71387.0,172929.0,89161.0,75.26938448792276,4.5336557775856505,32.58206677364228
172929.0,1975.0,172929.0,71383.0,172929.0,89167.0,72.61415327714653,-0.6173818408948364,29.544998359278964
172929.0,1944.0,172929.0,71334.0,172929.0,89117.0,69.9654888700748,-5.575947261107245,26.57370952033625
172939.0,1908.0,172939.0,71215.0,172939.0,89082.0,67.3258697325071,-10.339161844165517,23.67032980035283
172939.0,1924.0,172939.0,71207.0,172939.0,89072.0,64.697381938772,-14.905288115367966,20.836413036202927
172939.0,1947.0,172939.0,71321.0,172939.0,89147.0,62.081318652170445,-19.27524378597232,18.07229160842057
172939.0,1938.0,172939.0,71389.0,172939.0,89117.0,59.47828103494932,-23.452537594383216,15.377215610809998
172939.0,1944.0,172939.0,71406.0,172939.0,89141.0,56.888545793546356,-27.44144885314968,12.750013843643046
172939.0,1932.0,172939.0,71296.0,172939.0,89094.0,54.31229054443875,-31.245229453536354,10.189509659776036
172949.0,1913.0,172949.0,71204.0,172949.0,89082.0,51.749596038680636,-34.86604836711801,7.69440837565601
172949.0,1907.0,172949.0,71222.0,172949.0,89076.0,49.20025559370673,-38.30662187692873,5.2628404429163425
172949.0,1930.0,172949.0,71316.0,172949.0,89134.0,46.66354755684277,-41.571718228134486,2.8920400471333068
