c_ts,c_val,d_ts,d_val,e_ts,e_val,c_val_filtered,d_val_filtered,e_val_filtered
721,11753,721,61739,721.0,102711.0,216.10358942685082,171.55770213283427,164.8852171986133
721,11742,721,61715,721.0,102697.0,214.99908351725622,169.58273071703186,164.60291930899345
721,11726,721,61661,721.0,102699.0,213.9250366967219,167.66341839547638,164.34226716750794
721,11723,721,61656,721.0,102672.0,212.8904182288483,165.81375501386756,164.11000018578665
721,11715,721,61667,721.0,102663.0,211.90340383032083,164.0456060797752,163.91215840991705
721,11722,721,61728,721.0,102702.0,210.9712090186956,162.36846766164393,163.75378287214335
731,11728,731,61715,731.0,102691.0,210.10007477536865,160.79000389008553,163.63891841301555
731,11735,731,61695,731.0,102675.0,209.29541338395737,159.31680415489888,163.57087024080636
731,11702,731,61664,731.0,102672.0,208.56197865031174,157.95459679985493,163.55226280628824
731,11696,731,61663,731.0,102685.0,207.90379926723745,156.7078482679656,163.58486648082234
731,11715,731,61694,731.0,102667.0,207.3238994543084,155.57932629609095,163.66950562902352
731,11718,731,61721,731.0,102698.0,206.82419327293115,154.57017139649912,163.8061026586335
741,11724,741,61691,741.0,102696.0,206.40569417848036,153.68042594084187,163.99382968795027
741,11710,741,61703,741.0,102677.0,206.06876856661862,152.90945416299974,164.23133342637377
741,11696,741,61679,741.0,102684.0,205.81318233642025,152.25596570566069,164.51680663595369
741,11703,741,61663,741.0,102676.0,205.6379364090493,151.717800578449,164.8478637174397
741,11713,741,61704,741.0,102681.0,205.54111988937927,151.29167794213942,165.22143094568992
741,11708,741,61713,741.0,102702.0,205.51996910845605,150.97322853684733,165.63376678353072
752,11709,752,61709,752.0,102691.0,205.57102130272685,150.75742216250313,166.08063463293473
752,11707,752,61663,752.0,102661.0,205.69019302465676,150.63889049014153,166.55744600743586
752,11695,752,61647,752.0,102676.0,205.8727692283654,150.61166574295672,167.0591071310094
752,11704,752,61662,752.0,102665.0,206.11333351688654,150.66854184151623,167.57971886715242
752,11701,752,61702,752.0,102690.0,206.40570850947336,150.80073210899698,168.1124660819845
752,11716,752,61719,752.0,102710.0,206.7430016179679,150.99821434853442,168.64979781796418
762,11709,762,61705,762.0,102719.0,207.11775440650297,151.25043977811367,169.1838620684331
762,11719,762,61680,762.0,102685.0,207.5221107583689,151.546752478566,169.7069424263716
762,11706,762,61667,762.0,102671.0,207.94792921047053,151.87623029860325,170.21148604169642
762,11714,762,61687,762.0,102684.0,208.3868154220665,152.22725718998393,170.68972718283536
762,11714,762,61720,762.0,102697.0,208.83012158473088,152.58738182675646,171.13340245934927
762,11726,762,61741,762.0,102725.0,209.26900815796154,152.94373203836355,171.53389996660525
772,11728,772,61696,772.0,102705.0,209.69460868212434,153.28364749336367,171.88269286221794
772,11702,772,61709,772.0,102698.0,210.09818057610067,153.5949219042697,172.1716488570288
772,11697,772,61680,772.0,102683.0,210.47103173765515,153.86555802064723,172.3929689987902
772,11722,772,61693,772.0,102691.0,210.80428191682347,154.08341424080277,172.53890981319734
772,11724,772,61714,772.0,102713.0,211.08882948382984,154.23603464829378,172.6016330874914
772,11725,772,61748,772.0,102701.0,211.31560887371143,154.31085916709992,172.57334342140086
783,11711,783,61742,783.0,102709.0,211.47581722791097,154.29581221026885,172.4465336861632
783,11710,783,61693,783.0,102693.0,211.5609101745555,154.17979060042506,172.2140937706502
783,11702,783,61697,783.0,102691.0,211.56245405031245,153.95254926520943,171.8692524995431
783,11725,783,61754,783.0,102703.0,211.47202102206853,153.60430683682782,171.4054662803786
783,11728,783,61743,783.0,102702.0,211.28128725423176,153.12586073659784,170.81641457218902
783,11720,783,61749,783.0,102712.0,210.98229594112223,152.50917563139677,170.09615095543757
793,11717,793,61690,793.0,102689.0,210.567638576312,151.74769273144608,169.2392642972984
793,11708,793,61670,793.0,102685.0,210.03043531362948,150.83595949010623,168.24087211524247
793,11703,793,61692,793.0,102685.0,209.36420977249742,149.7688753832457,167.09644226567178
793,11706,793,61699,793.0,102691.0,208.56276171971103,148.54123391992343,165.8016495348603
793,11724,793,61719,793.0,102695.0,207.62014914153042,147.14786865853182,164.35241703416966
793,11717,793,61719,793.0,102697.0,206.5308628773546,145.5841059087238,162.74508587401502
803,11700,803,61691,803.0,102677.0,205.29003817781074,143.84612560827563,160.9765614666817
803,11694,803,61652,803.0,102655.0,203.8934463503004,141.93091077374345,159.04425443953363
803,11691,803,61656,803.0,102675.0,202.3372929561498,139.8357249368778,156.94580816376737
803,11704,803,61718,803.0,102679.0,200.61807970824196,137.55766002422442,154.67893273055458
803,11700,803,61713,803.0,102693.0,198.73267185183312,135.0939003354631,152.24158424949857
803,11697,803,61670,803.0,102668.0,196.67847602501155,132.44240320102472,149.632293239917
814,11674,814,61672,814.0,102638.0,194.4535202542987,129.60211203944797,146.85024957613604
814,11665,814,61630,814.0,102644.0,192.05631272052304,126.57256426355464,143.89500034863192
814,11675,814,61654,814.0,102652.0,189.48558863936344,123.3533858348288,140.76609255810314
814,11673,814,61693,814.0,102670.0,186.74020231760062,119.94410960733492,137.4630755211493
814,11677,814,61678,814.0,102651.0,183.8192433504867,116.34454817711602,133.98582050231892
814,11666,814,61663,814.0,102644.0,180.72221307378666,112.55536304898823,130.334781172382
824,11657,824,61624,824.0,102634.0,177.44910344648423,108.57819062609907,126.510986449683
824,11637,824,61602,824.0,102617.0,174.00031766621473,104.41520762230802,122.51586689382442
824,11650,824,61638,824.0,102641.0,170.37648918091014,100.06855678031829,118.35109877673746
824,11647,824,61648,824.0,102624.0,166.5783933602865,95.54020756461017,114.01861756376238
824,11637,824,61694,824.0,102620.0,162.60703680185208,90.83247841522856,109.52076634586753
824,11627,824,61608,824.0,102609.0,158.46374615722976,85.94877729782493,104.86036059644047
834,11603,834,61584,834.0,102585.0,154.15008645190255,80.8937489561115,100.04058417894421
834,11608,834,61580,834.0,102592.0,149.66764123420447,75.67260614531543,95.06478532028503
834,11615,834,61590,834.0,102594.0,145.01785282754065,70.29041371267641,89.93633029766467
834,11603,834,61574,834.0,102578.0,140.2020845316296,64.75191628762173,84.65864222460095
834,11619,834,61596,834.0,102603.0,135.22182175138707,59.061694906368956,79.23534590081489
834,11591,834,61563,834.0,102561.0,130.0788602265066,53.224363023582384,73.6704174258372
845,11584,845,61538,845.0,102555.0,124.77537607612942,47.24461760116361,67.9682109621084
845,11579,845,61554,845.0,102562.0,119.3138290286804,41.127029771138865,62.13328966348914
845,11582,845,61535,845.0,102551.0,113.69685863860323,34.875829909217344,56.170307521294944
845,11579,845,61591,845.0,102534.0,107.92734340133416,28.495016836376266,50.08405126046517
845,11562,845,61554,845.0,102543.0,102.00854375374331,21.988813268996125,43.879449881273445
845,11540,845,61519,845.0,102524.0,95.9441224449491,15.362086922951676,37.561549666110665
855,11537,855,61511,855.0,102508.0,89.73796526896263,8.620253461363802,31.13550305982659
855,11536,855,61475,855.0,102512.0,83.39397810383991,1.7687683846667426,24.606484239457615
855,11530,855,61480,855.0,102499.0,76.91605643208223,-5.187365304177831,17.97959798863326
855,11516,855,61531,855.0,102518.0,70.30817055075912,-12.243778369043156,11.259929439421455
855,11510,855,61512,855.0,102455.0,63.57440039825113,-19.396356789599537,4.452651542408574
855,11501,855,61448,855.0,102473.0,56.71889962958895,-26.640683995296627,-2.437072984665548
865,11474,865,61432,865.0,102463.0,49.74582523358305,-33.972141841341795,-9.404358969983576
865,11490,865,61465,865.0,102442.0,42.65922446171618,-41.386540952617366,-16.44472792437216
865,11486,865,61469,865.0,102453.0,35.46300642735949,-48.88033348333494,-23.554109277414113
865,11470,865,61484,865.0,102443.0,28.1611014517554,-56.450143320855744,-30.728819092148314
865,11456,865,61426,865.0,102429.0,20.757599584201728,-64.09221085052442,-37.96547187051064
865,11442,865,61401,865.0,102419.0,13.25668805546124,-71.80236153578184,-45.260932827850525
876,11438,876,61405,876.0,102453.0,5.662498834670998,-79.57650248497782,-52.612300630155374
876,11443,876,61427,876.0,102412.0,-2.020949688195401,-87.41101371428854,-60.01671023189641
876,11444,876,61438,876.0,102427.0,-9.789617867673087,-95.30254247463469,-67.4710692405342
876,11420,876,61396,876.0,102416.0,-17.639199922009993,-103.2474719409947,-74.97193837142333
876,11399,876,61383,876.0,102386.0,-25.565028176920464,-111.24168768335124,-82.51549740924571
876,11378,876,61337,876.0,102388.0,-33.562268236040666,-119.28087072021151,-90.09761297879473
886,11384,886,61370,886.0,102387.0,-41.626231189468456,-127.36099551593259,-97.71397991773179
886,11382,886,61395,886.0,102357.0,-49.75250755314454,-135.4784765366204,-105.36016234534782
886,11374,886,61402,886.0,102357.0,-57.93684214248819,-143.62966398625423,-113.03162361100897
886,11372,886,61373,886.0,102376.0,-66.17492204181264,-151.8100814469717,-120.72378574046644
886,11337,886,61315,886.0,102307.0,-74.4622639933437,-160.01413611269544,-128.4319890107613
886,11323,886,61304,886.0,102316.0,-82.79431670030894,-168.23556687217945,-136.15159060096295
897,11321,897,61310,897.0,102304.0,-91.16673164436523,-176.46815687041834,-143.8783279387775
897,11326,897,61321,897.0,102325.0,-99.57552126748271,-184.70603482400816,-151.60851179326107
897,11308,897,61317,897.0,102301.0,-108.01695692808985,-192.94343779527924,-159.33884485553648
897,11310,897,61281,897.0,102316.0,-116.48738687374336,-201.17436666924283,-167.06613710752202
897,11278,897,61235,897.0,102283.0,-124.98315851288362,-209.39262831070135,-174.78712450950405
897,11274,897,61244,897.0,102271.0,-133.5006876048942,-217.59234756837634,-182.4984578962244
907,11285,907,61265,907.0,102279.0,-142.03656723110936,-225.7684211331357,-190.19683992794205
907,11262,907,61250,907.0,102269.0,-150.58751834013225,-233.91642572221895,-197.87909164424656
907,11271,907,61242,907.0,102259.0,-159.15021031223858,-242.03223372052673,-205.54204956631173
907,11245,907,61236,907.0,102236.0,-167.72112771598614,-250.11179783402366,-213.18250391839786
907,11222,907,61176,907.0,102227.0,-176.29657038817896,-258.1512121503908,-220.79731973301887
907,11199,907,61179,907.0,102222.0,-184.87286385353462,-266.1470760461923,-228.38363166285313
917,11208,917,61216,917.0,102198.0,-193.44668711199193,-274.0969060761353,-235.93898105835365
917,11207,917,61241,917.0,102216.0,-202.015208282529,-281.9989665773893,-243.46138730858348
917,11203,917,61192,917.0,102205.0,-210.57591285957892,-289.8515352631045,-250.9493090028397
917,11197,917,61151,917.0,102191.0,-219.12632300125807,-297.6524963277646,-258.4014828376157
917,11165,917,61149,917.0,102167.0,-227.6638386393281,-305.3997184849759,-265.8168588821254
917,11151,917,61131,917.0,102159.0,-236.18582191772776,-313.0916776725437,-273.19477188165456
928,11152,928,61121,928.0,102206.0,-244.68984409610107,-320.72780641719123,-280.5350774546091
928,11155,928,61181,928.0,102188.0,-253.17380358829286,-328.3085010977605,-287.8378687003505
