"0,4","1,84","2,215","3,437","4,775","5,1173","6,1702","7,2285","8,2926","9,3615","10,4316","11,5013","12,5685","13,6325","14,6904","15,7439","16,7903","17,8308","18,8657","19,8947","20,9197","21,9402","22,9572","23,9709","24,9819","25,9903","26,9959","27,9985","28,9983","29,9953","30,9898","31,9811","32,9701","33,9565","34,9407","35,9226","36,9028","37,8818","38,8600","39,8379","40,8158","41,7939","42,7725","43,7524","44,7334","45,7157","46,6989","47,6827","48,6679","49,6537","50,6401","51,6265","52,6129","53,5995","54,5862","55,5731","56,5599","57,5465","58,5331","59,5194","60,5055","61,4916","62,4776","63,4632","64,4483","65,4329","66,4171","67,4014","68,3851","69,3686","70,3526","71,3371","72,3222","73,3074","74,2929","75,2782","76,2639","77,2496","78,2356","79,2216","80,2078","81,1940","82,1804","83,1670","84,1539","85,1408","86,1278","87,1148","88,1019","89,891","90,768","91,647","92,533","93,422","94,315","95,218","96,129","97,59","98,22","99,4"
"0,0","1,69","2,252","3,565","4,1078","5,1799","6,2624","7,3520","8,4414","9,5236","10,5972","11,6592","12,7084","13,7483","14,7801","15,8050","16,8256","17,8441","18,8612","19,8775","20,8936","21,9092","22,9246","23,9396","24,9543","25,9678","26,9797","27,9889","28,9952","29,9980","30,9966","31,9907","32,9806","33,9661","34,9458","35,9205","36,8911","37,8584","38,8237","39,7893","40,7567","41,7273","42,7013","43,6785","44,6589","45,6428","46,6287","47,6156","48,6033","49,5909","50,5779","51,5641","52,5493","53,5341","54,5186","55,5027","56,4861","57,4691","58,4517","59,4338","60,4156","61,3976","62,3798","63,3625","64,3459","65,3302","66,3152","67,3012","68,2876","69,2747","70,2625","71,2507","72,2389","73,2270","74,2154","75,2042","76,1936","77,1832","78,1731","79,1635","80,1543","81,1454","82,1366","83,1280","84,1198","85,1114","86,1030","87,944","88,858","89,770","90,680","91,589","92,498","93,407","94,318","95,232","96,149","97,80","98,28","99,0"
"0,-16","1,87","2,347","3,797","4,1442","5,2257","6,3179","7,4122","8,5032","9,5867","10,6610","11,7246","12,7780","13,8223","14,8591","15,8894","16,9136","17,9334","18,9497","19,9631","20,9735","21,9818","22,9884","23,9934","24,9967","25,9985","26,9983","27,9958","28,9902","29,9814","30,9691","31,9532","32,9336","33,9115","34,8876","35,8627","36,8377","37,8136","38,7904","39,7686","40,7481","41,7289","42,7110","43,6944","44,6785","45,6633","46,6486","47,6337","48,6191","49,6045","50,5899","51,5749","52,5596","53,5440","54,5284","55,5128","56,4972","57,4817","58,4665","59,4515","60,4366","61,4217","62,4066","63,3914","64,3763","65,3617","66,3471","67,3327","68,3186","69,3047","70,2911","71,2779","72,2649","73,2524","74,2403","75,2285","76,2166","77,2050","78,1936","79,1824","80,1715","81,1606","82,1501","83,1397","84,1295","85,1198","86,1103","87,1008","88,912","89,815","90,718","91,618","92,518","93,419","94,319","95,222","96,133","97,54","98,-2","99,-16"
"0,0","1,66","2,275","3,642","4,1166","5,1829","6,2602","7,3433","8,4264","9,5054","10,5778","11,6421","12,6973","13,7445","14,7845","15,8192","16,8505","17,8791","18,9053","19,9293","20,9502","21,9673","22,9804","23,9890","24,9941","25,9962","26,9957","27,9927","28,9864","29,9765","30,9628","31,9456","32,9251","33,9018","34,8776","35,8538","36,8307","37,8089","38,7884","39,7692","40,7508","41,7328","42,7152","43,6979","44,6807","45,6632","46,6452","47,6269","48,6089","49,5908","50,5733","51,5564","52,5400","53,5246","54,5100","55,4959","56,4817","57,4671","58,4520","59,4361","60,4193","61,4019","62,3846","63,3675","64,3511","65,3355","66,3207","67,3070","68,2937","69,2806","70,2680","71,2559","72,2438","73,2319","74,2195","75,2068","76,1942","77,1819","78,1701","79,1592","80,1503","81,1422","82,1343","83,1266","84,1188","85,1107","86,1027","87,953","88,877","89,796","90,713","91,632","92,557","93,490","94,421","95,337","96,240","97,139","98,51","99,0"
"0,-1","1,101","2,359","3,805","4,1446","5,2255","6,3180","7,4154","8,5107","9,5988","10,6763","11,7415","12,7949","13,8375","14,8710","15,8975","16,9186","17,9360","18,9506","19,9630","20,9738","21,9830","22,9909","23,9966","24,9995","25,9989","26,9943","27,9848","28,9705","29,9518","30,9299","31,9061","32,8815","33,8574","34,8348","35,8141","36,7955","37,7788","38,7635","39,7493","40,7358","41,7225","42,7089","43,6951","44,6808","45,6663","46,6515","47,6360","48,6202","49,6041","50,5882","51,5722","52,5560","53,5399","54,5237","55,5076","56,4918","57,4763","58,4610","59,4458","60,4310","61,4165","62,4022","63,3882","64,3744","65,3607","66,3474","67,3345","68,3218","69,3090","70,2962","71,2835","72,2710","73,2585","74,2463","75,2342","76,2224","77,2109","78,1996","79,1887","80,1781","81,1682","82,1586","83,1492","84,1399","85,1307","86,1216","87,1120","88,1022","89,922","90,822","91,720","92,616","93,511","94,403","95,293","96,185","97,85","98,12","99,-1"
"0,0","1,51","2,118","3,157","4,198","5,328","6,701","7,1466","8,2590","9,3910","10,5192","11,6198","12,6857","13,7242","14,7448","15,7592","16,7754","17,7926","18,8151","19,8446","20,8792","21,9156","22,9475","23,9738","24,9924","25,9993","26,9947","27,9782","28,9512","29,9128","30,8630","31,8093","32,7577","33,7214","34,7070","35,7088","36,7208","37,7325","38,7382","39,7375","40,7276","41,7093","42,6891","43,6676","44,6446","45,6213","46,6023","47,5878","48,5744","49,5617","50,5501","51,5366","52,5222","53,5092","54,4952","55,4803","56,4666","57,4537","58,4415","59,4298","60,4178","61,4056","62,3933","63,3818","64,3701","65,3551","66,3405","67,3277","68,3132","69,3003","70,2882","71,2750","72,2611","73,2502","74,2407","75,2288","76,2168","77,2066","78,1992","79,1919","80,1839","81,1798","82,1740","83,1644","84,1533","85,1417","86,1304","87,1211","88,1114","89,993","90,884","91,779","92,676","93,556","94,424","95,297","96,166","97,73","98,11","99,0"
"0,0","1,70","2,258","3,577","4,1024","5,1585","6,2235","7,2936","8,3648","9,4339","10,4989","11,5587","12,6125","13,6600","14,7021","15,7395","16,7733","17,8037","18,8311","19,8559","20,8789","21,9004","22,9202","23,9383","24,9547","25,9690","26,9811","27,9905","28,9962","29,9978","30,9953","31,9887","32,9781","33,9650","34,9497","35,9336","36,9171","37,9005","38,8840","39,8681","40,8525","41,8374","42,8228","43,8086","44,7943","45,7803","46,7663","47,7520","48,7375","49,7228","50,7078","51,6924","52,6766","53,6605","54,6443","55,6275","56,6101","57,5924","58,5747","59,5572","60,5399","61,5227","62,5057","63,4887","64,4716","65,4545","66,4377","67,4213","68,4052","69,3895","70,3741","71,3585","72,3430","73,3277","74,3129","75,2983","76,2841","77,2700","78,2556","79,2411","80,2264","81,2118","82,1977","83,1840","84,1707","85,1579","86,1453","87,1327","88,1200","89,1075","90,949","91,820","92,692","93,567","94,444","95,324","96,209","97,107","98,31","99,0"
"0,8","1,70","2,237","3,529","4,960","5,1548","6,2295","7,3114","8,3965","9,4813","10,5629","11,6380","12,7067","13,7684","14,8226","15,8681","16,9045","17,9335","18,9561","19,9725","20,9836","21,9901","22,9927","23,9915","24,9870","25,9791","26,9682","27,9544","28,9376","29,9185","30,8973","31,8746","32,8510","33,8270","34,8034","35,7810","36,7601","37,7411","38,7235","39,7073","40,6925","41,6790","42,6666","43,6548","44,6436","45,6327","46,6220","47,6116","48,6012","49,5907","50,5793","51,5668","52,5532","53,5383","54,5222","55,5054","56,4885","57,4719","58,4560","59,4409","60,4267","61,4133","62,4007","63,3891","64,3777","65,3665","66,3551","67,3439","68,3329","69,3217","70,3103","71,2986","72,2867","73,2750","74,2636","75,2523","76,2410","77,2293","78,2175","79,2057","80,1942","81,1825","82,1708","83,1592","84,1477","85,1365","86,1257","87,1150","88,1042","89,932","90,819","91,706","92,597","93,495","94,403","95,313","96,220","97,129","98,52","99,8"
"0,1","1,52","2,287","3,769","4,1492","5,2385","6,3353","7,4309","8,5190","9,5961","10,6611","11,7142","12,7568","13,7912","14,8194","15,8434","16,8648","17,8848","18,9040","19,9228","20,9412","21,9587","22,9745","23,9875","24,9963","25,9994","26,9959","27,9869","28,9741","29,9596","30,9451","31,9320","32,9207","33,9113","34,9032","35,8956","36,8877","37,8788","38,8686","39,8568","40,8437","41,8293","42,8138","43,7975","44,7807","45,7636","46,7464","47,7290","48,7115","49,6940","50,6766","51,6594","52,6422","53,6254","54,6090","55,5930","56,5772","57,5617","58,5467","59,5320","60,5176","61,5033","62,4890","63,4746","64,4604","65,4460","66,4315","67,4169","68,4022","69,3873","70,3724","71,3572","72,3419","73,3266","74,3112","75,2958","76,2809","77,2662","78,2521","79,2387","80,2260","81,2137","82,2017","83,1900","84,1782","85,1661","86,1536","87,1408","88,1275","89,1140","90,1005","91,870","92,736","93,604","94,476","95,352","96,235","97,128","98,43","99,1"
"0,-1","1,44","2,203","3,524","4,1041","5,1758","6,2639","7,3623","8,4635","9,5606","10,6481","11,7233","12,7859","13,8364","14,8761","15,9074","16,9323","17,9521","18,9679","19,9803","20,9898","21,9962","22,9985","23,9957","24,9875","25,9748","26,9587","27,9410","28,9232","29,9064","30,8909","31,8769","32,8647","33,8541","34,8444","35,8346","36,8240","37,8121","38,7985","39,7836","40,7683","41,7533","42,7388","43,7243","44,7096","45,6944","46,6785","47,6627","48,6467","49,6308","50,6147","51,5989","52,5836","53,5685","54,5532","55,5380","56,5225","57,5068","58,4909","59,4752","60,4599","61,4451","62,4308","63,4166","64,4026","65,3884","66,3744","67,3607","68,3472","69,3335","70,3198","71,3064","72,2934","73,2811","74,2692","75,2574","76,2455","77,2334","78,2216","79,2103","80,1991","81,1879","82,1764","83,1650","84,1538","85,1428","86,1318","87,1205","88,1091","89,971","90,844","91,712","92,580","93,455","94,341","95,240","96,152","97,78","98,24","99,-1"
